Assembly	Cluster	X1	X2	ST	Country	CollectionYear	Aerobactin	Salmochelin	Species	Bla_Carb_acquired	Genotype
GCF_900515345.1_18174_6_9_genomic.fna		-22.04509925842285	-4.680777549743652	ST512	Italy	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515365.1_18174_6_95_genomic.fna		-22.02971839904785	-4.760486602783203	ST512	Italy	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515385.1_18174_6_98_genomic.fna		-22.02971839904785	-4.760486602783203	ST512	Italy	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515395.1_18174_6_93_genomic.fna		-22.02971839904785	-4.760486602783203	ST512	Italy	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515405.1_18174_7_101_genomic.fna		-21.7740535736084	-4.866550445556641	ST512	Italy	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515415.1_18174_7_1_genomic.fna		-21.39200782775879	-2.6084115505218506	ST101	Italy	2013	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_900515425.1_18174_7_10_genomic.fna		-22.02971839904785	-4.760486602783203	ST512	Italy	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515515.1_18174_7_114_genomic.fna		-22.147340774536133	-4.578576564788818	ST512	Italy	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515525.1_18174_7_117_genomic.fna		-23.886075973510742	7.808759689331055	ST3663	Italy	2014	iuc 1	iro 1	Klebsiella pneumoniae	-	hvKp
GCF_900515535.1_18174_7_116_genomic.fna		-22.011253356933594	-4.69976282119751	ST512	Italy	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515545.1_18174_7_118_genomic.fna		-22.004438400268555	-4.732325553894043	ST512	Italy	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515555.1_18174_7_126_genomic.fna		-22.175800323486328	-3.8133225440979004	ST512	Italy	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515585.1_18174_7_120_genomic.fna		-21.854326248168945	-4.890773296356201	ST512	Italy	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515615.1_18174_7_128_genomic.fna		-25.354026794433594	0.6140163540840149	ST307	Italy	2013	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_900515635.1_18174_7_135_genomic.fna		-21.16242027282715	-2.8760735988616943	ST258	Italy	2014	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_900515645.1_18174_7_136_genomic.fna		-22.09933090209961	-4.526696681976318	ST512	Italy	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515675.1_18174_7_137_genomic.fna		-22.670063018798828	0.0926099494099617	ST35	Italy	2014	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900515685.1_18174_7_141_genomic.fna	E	-23.90662956237793	7.877114772796631	ST86	Latvia	2014	iuc 1	iro 1	Klebsiella pneumoniae	VIM-1	CRhvKp
GCF_900515695.1_18174_7_14_genomic.fna		-22.147340774536133	-4.578576564788818	ST512	Italy	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515705.1_18174_7_18_genomic.fna		-22.71864891052246	-3.4858078956604004	ST2217	Italy	2014	-	-	Klebsiella pneumoniae	VIM-1	CRKp
GCF_900515735.1_18174_7_23_genomic.fna		-22.147340774536133	-4.578576564788818	ST512	Italy	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515745.1_18174_7_25_genomic.fna		-22.039474487304688	-4.718518257141113	ST512	Italy	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515755.1_18174_7_28_genomic.fna		-23.886075973510742	7.808759689331055	ST86	Italy	2014	iuc 1	-	Klebsiella pneumoniae	-	hvKp
GCF_900515765.1_18174_7_3_genomic.fna		-21.740026473999023	-4.871691703796387	ST512	Italy	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515775.1_18174_7_29_genomic.fna		-22.034269332885742	-4.451073169708252	ST258	Italy	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515785.1_18174_7_27_genomic.fna		-22.227947235107422	-4.730547904968262	ST258	Italy	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515795.1_18174_7_31_genomic.fna		-21.940820693969727	-4.782881259918213	ST512	Italy	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515805.1_18174_7_36_genomic.fna		-22.02971839904785	-4.760486602783203	ST512	Italy	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515825.1_18174_7_46_genomic.fna		-24.40372085571289	1.4116036891937256	ST870	Italy	2013	-	-	Klebsiella pneumoniae	VIM-1	CRKp
GCF_900515835.1_18174_7_42_genomic.fna		-22.02971839904785	-4.760486602783203	ST512	Italy	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515875.1_18174_7_51_genomic.fna		-22.02971839904785	-4.760486602783203	ST512	Italy	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515895.1_18174_7_52_genomic.fna		-24.296777725219727	2.6834707260131836	ST881	Italy	2013	iuc 3 (truncated)	-	Klebsiella pneumoniae	-	hvKp
GCF_900515905.1_18174_7_49_genomic.fna		-22.02971839904785	-4.760486602783203	ST512	Italy	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515925.1_18174_7_53_genomic.fna		-22.02971839904785	-4.760486602783203	ST512	Italy	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515935.1_18174_7_55_genomic.fna		-22.02971839904785	-4.760486602783203	ST512	Italy	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515945.1_18174_7_57_genomic.fna		-22.02971839904785	-4.760486602783203	ST512	Italy	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515955.1_18174_7_59_genomic.fna		-22.02971839904785	-4.760486602783203	ST512	Italy	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515975.1_18174_7_6_genomic.fna		-22.430007934570312	-3.3657479286193848	ST512	Italy	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900515985.1_18174_7_61_genomic.fna		-22.117136001586914	-4.304141044616699	ST512	Italy	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900516005.1_18174_7_68_genomic.fna		-22.109596252441406	-4.736721038818359	ST512	Italy	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900516025.1_18174_7_72_genomic.fna		-22.109596252441406	-4.736721038818359	ST512	Italy	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900516035.1_18174_7_67_genomic.fna		-21.718292236328125	-4.848991394042969	ST512	Italy	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900516055.1_18174_7_64_genomic.fna		-22.109596252441406	-4.736721038818359	ST512	Italy	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900516085.1_18174_7_74_genomic.fna		-22.13035774230957	-4.748435974121094	ST512	Italy	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900516095.1_18174_7_80_genomic.fna		-22.109596252441406	-4.736721038818359	ST512	Italy	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900516135.1_18174_7_78_genomic.fna		-22.227947235107422	-4.730547904968262	ST258	Italy	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900516145.1_18174_7_86_genomic.fna		-25.354026794433594	0.6140163540840149	ST307	Italy	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900516235.1_18174_7_97_genomic.fna		-21.718292236328125	-4.848991394042969	ST512	Italy	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900516245.1_18174_7_95_genomic.fna		-21.269948959350586	-2.7800135612487793	ST1685	Italy	2014	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_900516255.1_18174_8_104_genomic.fna		-21.674030303955078	-2.613283395767212	ST11	Spain	2013	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900516265.1_18174_8_107_genomic.fna		-24.56973648071289	0.7005681991577148	ST405	Spain	2013	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900516275.1_18174_8_10_genomic.fna		-21.255149841308594	-0.9844555854797363	ST15	Hungary	2013	-	-	Klebsiella pneumoniae	VIM-4	CRKp
GCF_900516285.1_18174_8_103_genomic.fna		-21.674030303955078	-2.613283395767212	ST11	Spain	2013	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900516295.1_18174_8_100_genomic.fna		-21.181968688964844	-1.1121797561645508	ST15	Spain	2013	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900516305.1_18174_8_112_genomic.fna		-24.172090530395508	0.5384765267372131	ST15	Spain	2013	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900516315.1_18174_8_111_genomic.fna		-24.172090530395508	0.5384765267372131	ST15	Spain	2013	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900516325.1_18174_8_11_genomic.fna		-21.272472381591797	-0.977333664894104	ST15	Hungary	2013	-	-	Klebsiella pneumoniae	VIM-4	CRKp
GCF_900516335.1_18174_8_109_genomic.fna		-20.00455665588379	-0.07687240839004517	ST15	Spain	2013	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900516345.1_18174_8_110_genomic.fna		-24.211191177368164	0.4945392906665802	ST15	Spain	2013	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900516365.1_18174_8_114_genomic.fna		-22.484758377075195	0.5941387414932251	ST1961	Spain	2013	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_900516385.1_18174_8_116_genomic.fna		-24.52392578125	0.6657461524009705	ST405	Spain	2013	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900516395.1_18174_8_12_genomic.fna		-21.28598403930664	-0.9805064797401428	ST15	Hungary	2013	-	-	Klebsiella pneumoniae	VIM-4	CRKp
GCF_900516415.1_18174_8_122_genomic.fna		-23.466676712036133	0.46131524443626404	ST147	Spain	2013	-	-	Klebsiella pneumoniae	VIM-1	CRKp
GCF_900516425.1_18174_8_119_genomic.fna		-20.269454956054688	-0.9626757502555847	ST15	Spain	2014	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900516435.1_18174_8_125_genomic.fna		-21.442138671875	-1.9585237503051758	ST11	Spain	2013	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900516475.1_18174_8_132_genomic.fna		-21.774152755737305	-2.3911051750183105	ST11	Spain	2013	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900516485.1_18174_8_126_genomic.fna	Unassigned	-24.28972625732422	2.615832567214966	ST661	Spain	2013	iuc 3 (truncated)	-	Klebsiella pneumoniae	OXA-48	CRhvKp
GCF_900516495.1_18174_8_136_genomic.fna		-24.172090530395508	0.5384765267372131	ST15	Spain	2013	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900516515.1_18174_8_135_genomic.fna		-24.172090530395508	0.5384765267372131	ST15	Spain	2013	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900516525.1_18174_8_140_genomic.fna		-20.423736572265625	-1.1195604801177979	ST15	Spain	2013	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900516535.1_18174_8_141_genomic.fna		-22.014957427978516	-2.742851972579956	ST11	Spain	2013	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900516545.1_18174_8_142_genomic.fna		-21.705101013183594	-2.4230971336364746	ST11	Spain	2013	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_900516555.1_18174_8_138_genomic.fna		-20.815290451049805	-1.9628673791885376	ST45	Spain	2013	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900516565.1_18174_8_139_genomic.fna		-21.880456924438477	-2.7168400287628174	ST11	Spain	2013	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900516585.1_18174_8_137_genomic.fna		-20.90627098083496	-2.2202298641204834	ST15	Spain	2013	-	-	Klebsiella pneumoniae	VIM-1	CRKp
GCF_900516595.1_18174_8_14_genomic.fna		-21.269132614135742	-0.9805976152420044	ST15	Hungary	2013	-	-	Klebsiella pneumoniae	VIM-4	CRKp
GCF_900516605.1_18174_8_151_genomic.fna		-23.477521896362305	0.4653926491737366	ST147	Spain	2014	-	-	Klebsiella pneumoniae	VIM-1	CRKp
GCF_900516615.1_18174_8_15_genomic.fna		-21.28598403930664	-0.9805064797401428	ST15	Hungary	2013	-	-	Klebsiella pneumoniae	VIM-4	CRKp
GCF_900516635.1_18174_8_150_genomic.fna		-21.556453704833984	-1.7059954404830933	ST11	Spain	2014	-	-	Klebsiella pneumoniae	NDM-1;VIM-1	CRKp
GCF_900516665.1_18174_8_16_genomic.fna		-21.255149841308594	-0.9844555854797363	ST15	Hungary	2013	-	-	Klebsiella pneumoniae	VIM-4	CRKp
GCF_900516675.1_18174_8_157_genomic.fna		-21.561912536621094	-1.9854223728179932	ST11	Spain	2014	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_900516685.1_18174_8_161_genomic.fna		-24.46998405456543	0.6653774976730347	ST405	Spain	2013	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900516715.1_18174_8_18_genomic.fna		-21.213022232055664	-0.9881232976913452	ST15	Hungary	2013	-	-	Klebsiella pneumoniae	VIM-4	CRKp
GCF_900516725.1_18174_8_17_genomic.fna		-21.216407775878906	-1.0575551986694336	ST15	Hungary	2013	-	-	Klebsiella pneumoniae	VIM-4	CRKp
GCF_900516745.1_18174_8_19_genomic.fna		-21.27566146850586	-0.9676231741905212	ST15	Hungary	2013	-	-	Klebsiella pneumoniae	VIM-4	CRKp
GCF_900516755.1_18174_8_21_genomic.fna		-21.273468017578125	-0.9593191146850586	ST15	Hungary	2013	-	-	Klebsiella pneumoniae	VIM-4	CRKp
GCF_900516775.1_18174_8_22_genomic.fna		-21.29440689086914	-0.9794529676437378	ST15	Hungary	2013	-	-	Klebsiella pneumoniae	VIM-4	CRKp
GCF_900516805.1_18174_8_25_genomic.fna		-21.28598403930664	-0.9805064797401428	ST15	Hungary	2013	-	-	Klebsiella pneumoniae	VIM-4	CRKp
GCF_900516825.1_18174_8_29_genomic.fna		-21.287799835205078	-1.002182960510254	ST15	Hungary	2013	-	-	Klebsiella pneumoniae	VIM-4	CRKp
GCF_900516845.1_18174_8_27_genomic.fna		-21.285547256469727	-0.9742256999015808	ST15	Hungary	2013	-	-	Klebsiella pneumoniae	VIM-4	CRKp
GCF_900516875.1_18174_8_32_genomic.fna		-21.272472381591797	-0.977333664894104	ST15	Hungary	2014	-	-	Klebsiella pneumoniae	VIM-4	CRKp
GCF_900516885.1_18174_8_31_genomic.fna		-21.272472381591797	-0.977333664894104	ST15	Hungary	2013	-	-	Klebsiella pneumoniae	VIM-4	CRKp
GCF_900516905.1_18174_8_35_genomic.fna		-21.259033203125	-0.8508371710777283	ST15	Hungary	2014	-	-	Klebsiella pneumoniae	VIM-4	CRKp
GCF_900516925.1_18174_8_34_genomic.fna		-21.276695251464844	-1.0055400133132935	ST15	Hungary	2014	-	-	Klebsiella pneumoniae	VIM-4	CRKp
GCF_900516935.1_18174_8_42_genomic.fna		-21.272472381591797	-0.977333664894104	ST15	Hungary	2013	-	-	Klebsiella pneumoniae	VIM-4	CRKp
GCF_900516945.1_18174_8_4_genomic.fna		-20.64845085144043	-0.6244014501571655	ST11	Bulgaria	2014	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_900517085.1_18174_8_8_genomic.fna		-21.2640438079834	-0.8886884450912476	ST15	Hungary	2013	-	-	Klebsiella pneumoniae	VIM-4	CRKp
GCF_900517095.1_18489_5_1_genomic.fna		-21.269819259643555	-0.29906561970710754	ST147	Spain	2014	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900517125.1_18489_5_10_genomic.fna		-21.91887092590332	3.669426918029785	ST15	Spain	2013	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900517135.1_18174_8_9_genomic.fna		-21.272472381591797	-0.977333664894104	ST15	Hungary	2013	-	-	Klebsiella pneumoniae	VIM-4	CRKp
GCF_900517155.1_18489_5_106_genomic.fna		-20.34842300415039	-0.9976956248283386	ST15	Spain	2014	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900517225.1_18489_5_114_genomic.fna		-24.504114151000977	0.7015801668167114	ST405	Spain	2014	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900517255.1_18489_5_115_genomic.fna		-24.504114151000977	0.7015801668167114	ST405	Spain	2014	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900517295.1_18489_5_122_genomic.fna		-23.845666885375977	7.8316545486450195	ST65	Spain	2014	iuc 1	iro 1	Klebsiella pneumoniae	-	hvKp
GCF_900517305.1_18489_5_125_genomic.fna		-23.116130828857422	0.39950981736183167	ST483	Spain	2014	-	-	Klebsiella pneumoniae	VIM-1	CRKp
GCF_900517345.1_18489_5_126_genomic.fna		-23.845666885375977	7.8316545486450195	ST65	Spain	2014	iuc 1	iro 1	Klebsiella pneumoniae	-	hvKp
GCF_900517375.1_18489_5_129_genomic.fna		-23.47449493408203	0.46264731884002686	ST147	Spain	2014	-	-	Klebsiella pneumoniae	VIM-1	CRKp
GCF_900517405.1_18489_5_133_genomic.fna		-23.47449493408203	0.46264731884002686	ST147	Spain	2014	-	-	Klebsiella pneumoniae	VIM-1	CRKp
GCF_900517465.1_18489_5_141_genomic.fna		-23.464204788208008	0.46272948384284973	ST147	Spain	2014	-	-	Klebsiella pneumoniae	VIM-1	CRKp
GCF_900517505.1_18489_5_152_genomic.fna		-20.787063598632812	-1.322311520576477	ST326	Spain	2014	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900517515.1_18489_5_153_genomic.fna		-22.28787612915039	3.322998285293579	ST16	Spain	2014	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900517545.1_18489_5_154_genomic.fna		-20.774328231811523	-1.3636847734451294	ST326	Spain	2014	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900517555.1_18489_5_155_genomic.fna		-21.306135177612305	-1.9359310865402222	ST104	Spain	2014	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900517565.1_18489_5_156_genomic.fna		-21.90728187561035	3.723046064376831	ST15	Spain	2014	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900517575.1_18489_5_157_genomic.fna		-21.306135177612305	-1.9359310865402222	ST104	Spain	2014	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900517585.1_18489_5_158_genomic.fna		-21.15915298461914	-1.7809317111968994	ST104	Spain	2014	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900517625.1_18489_5_19_genomic.fna		-21.674030303955078	-2.613283395767212	ST11	Spain	2013	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900517645.1_18489_5_2_genomic.fna		-21.90606117248535	3.742661952972412	ST15	Spain	2014	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900517675.1_18489_5_23_genomic.fna		-24.499656677246094	1.4263386726379395	ST101	Spain	2013	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900517695.1_18489_5_25_genomic.fna		-24.677764892578125	0.6767275333404541	ST405	Spain	2013	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900517705.1_18489_5_27_genomic.fna		-22.145362854003906	-4.688806056976318	ST258	Spain	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900517725.1_18489_5_29_genomic.fna		-22.227947235107422	-4.730547904968262	ST258	Spain	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900517735.1_18489_5_33_genomic.fna		-22.227947235107422	-4.730547904968262	ST258	Spain	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900517745.1_18489_5_31_genomic.fna		-22.227947235107422	-4.730547904968262	ST258	Spain	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900517755.1_18489_5_3_genomic.fna		-21.283710479736328	-1.9911203384399414	ST104	Spain	2014	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900517855.1_18489_5_42_genomic.fna		-21.626501083374023	-4.9458770751953125	ST258	Macedonia	2014	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_900518885.1_NIG-Kp-4-18_genomic.fna		-21.86910057067871	-4.908478736877441	ST512	Italy	2017	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900518965.1_sk33y33t_genomic.fna		-21.86910057067871	-4.908478736877441	ST512	Italy	2017	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900558125.1_9776_7_67_genomic.fna		-22.629655838012695	-3.947878122329712	nan	United Kingdom	NA	-	iro unknown	Klebsiella aerogenes	-	hvKp
GCF_900607335.1_kpneu002_genomic.fna		-21.992347717285156	-4.684182643890381	ST512	Switzerland	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900607375.1_kpneu001_genomic.fna		-21.706541061401367	-4.676425933837891	ST512	Switzerland	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900607405.1_kpneu004_genomic.fna		-21.581315994262695	-4.571552276611328	ST512	Switzerland	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900607425.1_kpneu005_genomic.fna	D	-23.32379150390625	5.27960729598999	ST231	Switzerland	2016	iuc 5	-	Klebsiella pneumoniae	OXA-232	CRhvKp
GCF_900607435.1_kpneu006_genomic.fna		-25.159786224365234	0.5560031533241272	ST307	Switzerland	2016	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900607495.1_kpneu007_genomic.fna	H	-22.475004196166992	-2.624948740005493	ST48	Switzerland	2012	iuc 1	-	Klebsiella pneumoniae	OXA-48	CRhvKp
GCF_900607515.1_kpneu008_genomic.fna		-20.366558074951172	-1.574958324432373	ST101	Switzerland	2014	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900607545.1_kpneu010_genomic.fna		-21.587352752685547	-1.5685895681381226	ST971	Switzerland	2016	-	-	Klebsiella variicola subsp. variicola	NDM-1	CRKp
GCF_900607555.1_kpneu011_genomic.fna		-22.348129272460938	3.370997190475464	ST2719	Switzerland	2013	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900607635.1_kpneu012_genomic.fna		-20.378738403320312	-1.6079299449920654	ST101	Switzerland	2016	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900607655.1_kpneu014_genomic.fna		-22.757780075073242	-2.4495322704315186	ST45	Switzerland	2012	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_900607715.1_kpneu016_genomic.fna		-22.61119270324707	0.9906798005104065	ST2742	Switzerland	2016	-	-	Klebsiella quasipneumoniae subsp. quasipneumoniae	VIM-1	CRKp
GCF_900607795.1_kpneu017_genomic.fna		-22.02971839904785	-4.760486602783203	ST258	Switzerland	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900607835.1_kpneu019_genomic.fna		-20.469491958618164	-1.6274893283843994	ST101	Switzerland	2013	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900607855.1_kpneu020_genomic.fna		-22.127532958984375	-4.59317684173584	ST512	Switzerland	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900607865.1_kpneu021_genomic.fna		-21.73590087890625	-4.826025485992432	ST512	Switzerland	2012	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900607895.1_kpneu023_genomic.fna		-21.718292236328125	-4.848991394042969	ST258	Switzerland	2014	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_900607905.1_kpneu024_genomic.fna		-22.02971839904785	-4.760486602783203	ST512	Switzerland	2013	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900607925.1_kpneu025_genomic.fna		-21.676193237304688	-4.913206577301025	ST258	Switzerland	2014	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_900607935.1_kpneu026_genomic.fna		-21.718292236328125	-4.848991394042969	ST512	Switzerland	2012	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900607945.1_kpneu027_genomic.fna		-21.718292236328125	-4.848991394042969	ST258	Switzerland	2015	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_900607955.1_kpneu028_genomic.fna		-20.514936447143555	-1.1595112085342407	ST11	Switzerland	2017	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900607985.1_kpneu029_genomic.fna		-24.52001953125	1.7017637491226196	ST35	Switzerland	2015	-	-	Klebsiella pneumoniae	OXA-181	CRKp
GCF_900608005.1_kpneu030_genomic.fna		-21.718292236328125	-4.848991394042969	ST258	Switzerland	2014	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_900608075.1_kpneu032_genomic.fna		-20.94506072998047	-0.1691666841506958	ST147	Switzerland	2014	-	-	Klebsiella pneumoniae	VIM-1	CRKp
GCF_900608135.1_kpneu033_genomic.fna		-25.159786224365234	0.5560031533241272	ST307	Switzerland	2016	-	-	Klebsiella pneumoniae	OXA-48	CRKp
GCF_900608145.1_kpneu034_genomic.fna	D	-23.453523635864258	5.156330585479736	ST231	Switzerland	2016	iuc 5	-	Klebsiella pneumoniae	OXA-232	CRhvKp
GCF_900608185.1_kpneu036_genomic.fna		-22.36908531188965	3.3559117317199707	ST16	Switzerland	2013	-	-	Klebsiella pneumoniae	OXA-232	CRKp
GCF_900608215.1_kpneu038_genomic.fna		-21.497509002685547	-1.5914379358291626	ST395	Switzerland	2016	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_900608245.1_kpneu039_genomic.fna		-23.134658813476562	-3.4971840381622314	ST258	Switzerland	2012	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900608265.1_kpneu040_genomic.fna		-21.83966636657715	-4.400243759155273	ST258	Switzerland	2016	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_900608285.1_kpneu042_genomic.fna		-21.86988639831543	-4.832374095916748	ST512	Switzerland	2010	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900608295.1_kpneu043_genomic.fna		-21.718292236328125	-4.848991394042969	ST258	Switzerland	2014	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_900608315.1_kpneu044_genomic.fna		-21.175764083862305	-1.1820964813232422	ST15	Switzerland	2012	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_900608325.1_kpneu046_genomic.fna		-22.034269332885742	-4.451073169708252	ST437	Switzerland	2013	-	-	Klebsiella pneumoniae	NDM-1	CRKp
GCF_900608345.1_kpneu047_genomic.fna		-22.12828826904297	1.262269139289856	ST3746	Switzerland	2016	-	-	Klebsiella quasipneumoniae subsp. quasipneumoniae	NDM-1	CRKp
GCF_900608355.1_kpneu048_genomic.fna		-21.73590087890625	-4.826025485992432	ST258	Switzerland	2011	-	-	Klebsiella pneumoniae	KPC-2	CRKp
GCF_900608405.1_kpneu049_genomic.fna		-21.585107803344727	-4.499878883361816	ST512	Switzerland	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900608415.1_kpneu052_genomic.fna		-21.73590087890625	-4.826025485992432	ST512	Switzerland	2014	-	-	Klebsiella pneumoniae	KPC-3	CRKp
GCF_900608425.1_kpneu051_genomic.fna		-22.227947235107422	-4.730547904968262	ST258	Switzerland	2011	-	-	Klebsiella pneumoniae	KPC-3	CRKp
